ax,ay,az,gx,gy,gz,time
567,-736,-454,3092,460,15796,8.658023
502,-727,-446,2980,468,15764,8.660729
552,-688,-468,3000,452,15796,8.663436
458,-683,-544,2984,568,15816,8.676357
456,-687,-567,2964,540,15916,8.679063
465,-946,-605,3260,668,16088,8.691947
506,-1026,-566,3320,696,16052,8.694649
462,-1073,-576,3340,640,16032,8.697352
475,-1046,-424,3416,608,15772,8.710298
447,-970,-404,3436,668,15740,8.713001
425,-624,-340,3404,504,15640,8.725922
421,-546,-318,3388,560,15608,8.728629
415,-461,-313,3276,504,15568,8.731332
520,-403,-270,2900,444,15608,8.744238
535,-403,-335,2912,508,15704,8.746946
606,-627,-496,2776,436,15828,8.759862
633,-638,-489,2736,512,15864,8.762568
682,-675,-541,2692,432,15828,8.765273
676,-821,-631,2872,592,15880,8.778179
678,-807,-657,2948,628,15956,8.780894
667,-643,-702,3100,636,15776,8.793771
689,-615,-737,3096,672,15800,8.796477
698,-548,-738,3120,640,15832,8.799184
659,-568,-707,3376,844,16140,8.812103
693,-630,-691,3452,880,16236,8.814807
695,-831,-494,3580,920,16212,8.827687
678,-879,-498,3612,952,16124,8.830395
667,-890,-437,3644,960,16176,8.833103
522,-847,-267,3676,932,16188,8.846026
516,-787,-268,3612,948,16116,8.848732
353,-577,-186,3140,716,16200,8.86161
278,-576,-189,3032,640,16228,8.864315
240,-543,-212,3000,724,16184,8.867018
146,-613,-397,2828,692,16156,8.879946
155,-657,-397,2828,640,16148,8.882649
248,-905,-548,3044,728,16116,8.895558
237,-988,-554,3116,728,15944,8.898261
249,-1008,-558,3124,712,15944,8.900964
447,-854,-506,3424,760,15760,8.913911
506,-844,-467,3420,756,15812,8.916614
620,-786,-384,3328,696,16112,8.929497
642,-747,-435,3272,712,16152,8.932203
647,-790,-379,3344,672,16276,8.934911
440,-924,-385,3232,828,16444,8.94783
419,-928,-377,3192,812,16440,8.950542
109,-1085,-369,3200,808,16296,8.963442
40,-1085,-435,3236,784,16340,8.966148
-25,-1133,-409,3160,712,16272,8.968864
-276,-1134,-405,3296,676,16244,8.981807
-309,-1111,-400,3328,744,16132,8.984537
-417,-1116,-454,3356,844,15972,8.997459
-380,-1130,-404,3344,812,15852,9.000181
-390,-1107,-412,3444,816,15752,9.00291
-153,-1204,-337,3376,616,15536,9.015863
-112,-1159,-378,3400,696,15392,9.018586
111,-1026,-343,3140,740,15396,9.031501
156,-1005,-338,3172,720,15372,9.034208
202,-946,-386,3072,664,15600,9.036914
204,-999,-464,3204,664,15728,9.049844
183,-1079,-461,3240,784,15724,9.052558
201,-1068,-458,3280,800,15684,9.065442
222,-1056,-462,3252,748,15628,9.068148
262,-1067,-480,3236,640,15596,9.070864
232,-943,-532,3264,684,15560,9.083756
191,-958,-528,3268,732,15540,9.086462
215,-842,-524,3408,748,15536,9.099346
243,-854,-561,3384,724,15500,9.102052
218,-856,-539,3292,816,15512,9.10476
256,-1086,-517,3380,772,15580,9.117679
289,-1137,-510,3464,748,15656,9.120384
271,-1260,-443,3520,736,15696,9.133287
261,-1331,-430,3468,796,15656,9.135995
322,-1375,-368,3204,728,15444,9.148915
331,-1341,-363,3248,768,15472,9.151621
355,-1311,-400,3200,724,15520,9.154327
427,-1214,-477,3064,744,15356,9.167216
426,-1126,-534,2928,740,15244,9.169923
571,-1107,-711,2916,768,15264,9.182839
618,-1060,-749,2948,760,15192,9.185554
666,-1075,-771,3032,740,15196,9.188259
864,-1281,-859,3320,736,15516,9.201178
908,-1318,-857,3300,760,15444,9.203891
890,-1369,-805,3584,936,15784,9.216784
854,-1319,-732,3608,920,15768,9.21949
820,-1288,-700,3680,932,15840,9.222193
612,-1155,-617,3652,912,15964,9.235107
592,-1112,-559,3664,884,15972,9.23781
547,-1139,-475,3404,724,15900,9.250747
581,-1166,-491,3372,804,15840,9.253453
631,-1191,-516,3288,728,15876,9.256156
840,-1170,-629,3212,740,15656,9.269082
884,-1151,-642,3260,728,15584,9.271793
1033,-1310,-760,3520,852,15884,9.284707
1019,-1406,-725,3532,844,15960,9.287416
990,-1285,-641,3608,840,16132,9.300353
943,-1209,-669,3652,784,16164,9.30306
972,-1149,-647,3672,836,16136,9.30577
846,-926,-608,3620,800,16272,9.318718
843,-948,-608,3600,820,16408,9.321427
579,-1022,-599,3712,960,16492,9.334379
477,-974,-563,3784,1040,16456,9.337086
459,-984,-586,3824,964,16408,9.339793
282,-799,-512,3700,920,16212,9.352748
333,-813,-472,3744,920,16128,9.355454
394,-805,-520,3752,892,16084,9.368408
438,-803,-516,3832,896,15980,9.371114
479,-831,-498,3728,976,15772,9.373821
620,-842,-515,3776,1052,16008,9.386738
634,-858,-506,3772,1084,16020,9.389445
594,-839,-453,4056,1144,16048,9.402347
639,-814,-403,4120,1148,16188,9.405052
611,-824,-400,4072,1132,16072,9.40776
517,-839,-261,3920,1028,16284,9.42066
488,-892,-275,3948,1052,16516,9.423365
125,-1049,-285,3936,1340,16256,9.436256
64,-1066,-282,3892,1260,16104,9.438964
39,-1088,-272,3924,1268,16068,9.441667
-73,-1012,-232,3956,1116,15724,9.454605
-80,-1008,-193,3928,1116,15472,9.457325
149,-700,-154,3836,1052,15304,9.47023
226,-666,-145,3800,1136,15268,9.472935
290,-595,-117,3796,1028,15328,9.47564
550,-519,-208,3616,928,15620,9.488561
559,-546,-200,3608,912,15636,9.491267
629,-549,-257,3600,868,15912,9.504171
684,-643,-263,3592,976,15892,9.506882
650,-690,-273,3616,956,16132,9.509588
530,-916,-272,3632,1092,16060,9.52248
476,-974,-261,3592,1128,16064,9.525184
430,-1108,-234,3840,1236,15848,9.538111
412,-1160,-177,3872,1148,15684,9.540818
463,-1127,-168,3928,1144,15740,9.543534
535,-1361,-85,3848,1128,15764,9.556473
537,-1412,-49,3668,1180,15712,9.559177
745,-1586,-66,3420,1000,15288,9.572054
793,-1588,-112,3468,1024,15396,9.574765
955,-1516,-202,3464,1020,15500,9.587674
952,-1488,-232,3460,1048,15512,9.590382
960,-1458,-263,3480,1056,15592,9.593086
735,-1216,-395,3560,1184,15952,9.605984
636,-1165,-420,3616,1224,16184,9.608687
162,-1173,-411,3904,1364,16260,9.621629
40,-1115,-376,3932,1480,16268,9.624332
1,-1166,-418,3976,1388,16144,9.62704
-237,-1221,-270,4212,1384,15604,9.639946
-204,-1202,-182,4340,1364,15592,9.642667
-90,-1172,-62,4232,1300,14900,9.655622
-3,-1136,-51,4152,1252,14880,9.658346
93,-1135,-4,4256,1244,14808,9.661069
538,-848,72,3904,1036,14592,9.673962
604,-796,17,3792,1008,14664,9.676649
875,-782,-50,3500,1064,15224,9.689593
889,-803,-106,3488,1024,15416,9.692296
910,-824,-133,3480,1060,15464,9.694999
814,-1095,-331,3648,1132,16144,9.70792
800,-1143,-361,3728,1116,16100,9.710626
656,-1401,-310,4144,1160,16060,9.723523
628,-1388,-322,4184,1176,15920,9.726229
678,-1322,-209,4272,1048,15320,9.739146
763,-1265,-128,4212,1036,15260,9.741859
790,-1252,-135,4204,1052,15320,9.744562
1053,-985,-127,4080,1076,15236,9.757454
1091,-974,-95,4036,1064,15376,9.760157
978,-961,-104,3996,1136,15776,9.77307
969,-980,-96,4064,1116,15832,9.775781
890,-890,-104,4068,1164,15940,9.778487
736,-786,-144,3952,1076,16260,9.791428
721,-866,-143,3956,1096,16216,9.794134
591,-1081,-156,3868,968,16228,9.807027
561,-1135,-171,3876,1000,16272,9.809734
546,-1192,-171,3868,996,16152,9.81244
356,-1215,-235,3896,1160,15920,9.825364
361,-1196,-219,3884,1160,15792,9.828069
423,-1279,-261,3860,1128,15444,9.840953
479,-1199,-305,3808,1068,15392,9.843656
677,-992,-433,4004,1236,15508,9.856598
718,-985,-413,4056,1284,15512,9.859303
720,-1046,-420,4128,1392,15556,9.861994
753,-994,-388,4128,1420,16116,9.874915
727,-1054,-386,4184,1432,16156,9.877621
425,-1103,-341,4268,1524,16328,9.890571
381,-1118,-273,4292,1520,16280,9.893276
332,-1092,-267,4344,1496,16332,9.89598
106,-1136,-214,4144,1252,16176,9.90888
83,-1121,-247,4076,1216,16048,9.911588
83,-1099,-227,4108,1200,15748,9.924482
93,-1031,-224,4108,1316,15712,9.927189
80,-1092,-233,4140,1364,15712,9.929901
210,-1249,-292,3852,1272,15612,9.942827
271,-1258,-368,3848,1248,15664,9.945543
256,-1877,-423,4080,1316,15844,9.958445
216,-1990,-404,4112,1408,15900,9.961151
171,-2074,-389,4456,1620,15368,9.974043
198,-2040,-371,4512,1588,15464,9.976751
211,-2116,-362,4608,1540,15356,9.979457
313,-2147,-166,4828,1464,15416,9.992344
371,-2198,-128,4864,1468,15416,9.995049
487,-2278,117,4764,1504,15160,10.007984
532,-2309,136,4700,1440,15052,10.010671
604,-2254,179,4688,1484,15012,10.01336
702,-1874,217,4396,1324,14760,10.026234
765,-1697,184,4320,1200,14776,10.028908
1003,-1136,15,3992,1188,14604,10.041784
1090,-1048,-35,4028,1168,14692,10.044473
1341,-664,-288,4000,1196,14908,10.057374
1372,-607,-318,4028,1204,15088,10.06008
1399,-583,-329,4116,1320,15288,10.062793
1200,-878,-454,4332,1516,16104,10.075687
1173,-1010,-494,4360,1668,16216,10.078396
853,-1582,-449,4788,1880,16580,10.091317
821,-1749,-398,4820,1876,16608,10.094022
598,-2618,-122,5180,1952,16248,10.10694
587,-2734,-25,5328,1932,15992,10.109646
649,-2836,35,5248,1876,15672,10.11235
961,-2533,347,5092,1524,14720,10.125241
1095,-2372,374,5020,1556,14684,10.12792
1372,-935,397,4508,1248,14380,10.140781
1410,-455,335,4420,1224,14384,10.143471
1390,-65,282,4268,1208,14576,10.146158
1125,1558,-45,3864,1268,15796,10.159052
986,1713,-102,3804,1252,16128,10.161744
174,1286,-325,3840,1544,17332,10.174646
-5,1116,-373,3808,1712,17252,10.177335
-603,-345,-461,4132,1600,17296,10.19027
-666,-660,-479,4124,1704,17136,10.192992
-684,-1003,-451,4232,1612,16780,10.195716
-497,-2285,-373,4456,1616,15636,10.208668
-399,-2469,-384,4432,1632,15436,10.211393
29,-2747,-360,4528,1540,14700,10.224319
109,-2662,-318,4552,1516,14500,10.227025
318,-1690,-371,4844,1488,14380,10.239921
331,-1478,-348,4760,1520,14608,10.242627
353,-1252,-359,4952,1532,14744,10.245332
319,-719,-246,4872,1488,15512,10.258253
296,-676,-204,4804,1468,15536,10.260958
140,-746,-198,4600,1552,15976,10.27387
76,-732,-168,4532,1580,16052,10.276577
35,-772,-197,4612,1624,16040,10.27928
-277,-876,-253,4476,1576,15932,10.292199
-328,-875,-242,4532,1552,15744,10.294923
-383,-767,-336,4532,1496,15268,10.30783
-323,-737,-307,4544,1444,15244,10.310559
-58,-669,-348,4552,1456,14868,10.323512
-13,-639,-347,4632,1448,14840,10.326236
117,-646,-360,4632,1428,14844,10.328957
478,-558,-406,4772,1512,14660,10.341915
565,-547,-421,4744,1512,14904,10.344622
765,-781,-356,4896,1704,15296,10.357509
767,-852,-335,4956,1684,15404,10.360217
754,-1005,-277,5024,1796,15460,10.362915
684,-1207,-149,5156,1800,15652,10.375804
639,-1204,-105,5100,1800,15668,10.37851
414,-1349,42,5068,1696,16124,10.391434
345,-1274,99,5108,1668,16016,10.394121
56,-1183,172,4716,1596,15936,10.407016
-14,-1189,152,4668,1648,15904,10.409703
-46,-1108,163,4696,1636,15896,10.412412
-190,-1076,91,4516,1508,15880,10.425317
-235,-1108,70,4540,1516,15836,10.428022
-275,-1320,-59,4540,1424,15580,10.440922
-259,-1348,-76,4560,1476,15484,10.443646
-219,-1373,-81,4628,1472,15328,10.446366
8,-1387,-158,4728,1396,14848,10.459261
69,-1377,-156,4772,1468,14716,10.461964
368,-1228,-155,4944,1560,14824,10.474863
443,-1241,-154,4960,1560,14872,10.477571
545,-1147,-27,5084,1556,15292,10.490456
509,-1075,-22,5048,1504,15304,10.493161
550,-1080,12,5028,1552,15288,10.495877
509,-976,108,4868,1428,15508,10.508751
472,-975,124,4892,1472,15620,10.511443
360,-831,126,4740,1428,15668,10.524342
294,-837,100,4652,1392,15708,10.527034
314,-827,61,4648,1384,15640,10.529721
366,-1097,-75,4532,1408,15592,10.542657
398,-1191,-45,4620,1356,15528,10.545363
598,-2038,-61,4852,1428,15712,10.558317
685,-2249,-81,4920,1384,15648,10.561022
773,-2722,33,4968,1528,15180,10.573912
758,-2704,19,5004,1556,15060,10.576602
784,-2605,41,4988,1520,14844,10.579289
981,-1767,-3,4916,1360,14524,10.592179
1034,-1624,-32,4944,1300,14488,10.594894
1283,-1022,-123,5044,1340,14752,10.607786
1312,-903,-151,5000,1352,14992,10.61049
1354,-814,-140,5020,1488,14928,10.613195
1389,-589,-139,4920,1536,15548,10.626112
1389,-672,-160,4916,1628,15572,10.628818
1166,-698,-224,4992,1724,16256,10.641757
1072,-802,-225,5012,1756,16348,10.644462
747,-1628,-167,5096,1924,16600,10.657347
688,-1889,-157,5152,1860,16740,10.660052
577,-2211,-141,5288,1888,16704,10.662766
538,-3449,-5,5376,2032,16028,10.675718
551,-3686,27,5444,2032,15908,10.678427
915,-4689,178,5568,1880,14948,10.691359
992,-4802,211,5604,1816,14704,10.694051
1456,-4181,393,5696,1596,13644,10.706947
1585,-3863,413,5636,1416,13324,10.709638
1686,-3472,423,5528,1396,13476,10.712327
2066,-1553,336,4892,1192,13520,10.7252
2090,-1049,283,4840,1156,13700,10.727898
1947,635,-157,4272,1280,14960,10.740804
1822,923,-297,4124,1368,15432,10.743491
767,1474,-850,4340,1540,17400,10.756392
429,1439,-935,4448,1684,17620,10.759084
168,1255,-991,4516,1736,17856,10.761774
-1349,-9,-1090,5188,2152,18124,10.774703
-1608,-361,-1019,5340,2236,17948,10.777428
-2464,-1167,-826,5800,2376,16444,10.790335
-2494,-1204,-800,5916,2320,15948,10.793055
-2303,-1693,-443,6108,2048,14880,10.805956
-2157,-1783,-357,6072,2032,14528,10.808679
-2038,-1824,-253,6072,1932,14280,10.811404
-1151,-1383,-97,5788,1696,13196,10.824294
-921,-1186,-71,5656,1632,13184,10.827
-50,-283,-101,5252,1356,13520,10.839934
69,-99,-109,5164,1308,13616,10.842657
438,556,-371,5024,1284,14688,10.855607
431,581,-407,4976,1368,15088,10.858295
424,681,-440,4984,1360,15412,10.860982
96,555,-619,5084,1656,16400,10.87389
-8,477,-625,5112,1732,16264,10.876576
-624,-35,-652,5456,1844,16372,10.88948
-762,-120,-664,5496,1932,16408,10.892203
-874,-171,-627,5480,1824,16304,10.894918
-1337,-379,-513,5796,1828,15752,10.907868
-1406,-415,-478,5756,1768,15708,10.910591
-1319,-330,-319,5676,1708,14940,10.923524
-1222,-296,-270,5668,1692,14852,10.926245
-877,-406,-161,5456,1568,14800,10.939198
-783,-449,-122,5504,1480,14768,10.941923
-712,-439,-151,5504,1496,14896,10.944647
-384,-558,-102,5380,1516,15084,10.957597
-292,-564,-87,5408,1552,15000,10.960321
-77,-680,-34,5428,1460,15116,10.973229
-15,-692,-19,5396,1452,15124,10.975949
17,-756,-26,5360,1416,15272,10.978669
175,-666,42,5264,1356,15144,10.991576
152,-595,9,5220,1300,15196,10.994268
135,-512,28,5084,1272,15408,11.007167
113,-485,-16,5012,1352,15508,11.009864
77,-417,-32,5056,1316,15384,11.012571
-10,-432,-74,5120,1316,15512,11.02549
9,-445,-91,5132,1252,15552,11.028209
-82,-629,-97,5100,1232,15448,11.041107
-80,-675,-150,5148,1248,15528,11.043827
-84,-687,-126,5024,1212,15472,11.046558
101,-839,-221,5256,1380,15020,11.059542
186,-913,-204,5340,1364,14904,11.06225
512,-847,-178,5384,1416,14776,11.075137
567,-831,-146,5392,1384,14772,11.077841
938,-498,-138,5456,1324,14784,11.090763
987,-417,-85,5416,1396,14840,11.09347
1032,-336,-81,5528,1416,14988,11.096174
1034,-77,-5,5232,1488,15636,11.109047
940,-69,5,5180,1380,15876,11.111756
532,-202,-111,4980,1476,16660,11.124634
411,-299,-136,5104,1508,16728,11.127342
306,-464,-162,5112,1576,16920,11.130046
-265,-1742,-126,5436,1848,16960,11.14291
-360,-2058,-63,5560,1820,16888,11.14563
-488,-3161,177,5720,1852,15412,11.158571
-468,-3164,235,5716,1800,15084,11.161277
56,-2705,397,5596,1356,14172,11.174163
219,-2603,361,5600,1348,14124,11.17686
347,-2554,349,5616,1332,14144,11.179552
1223,-3023,451,5568,1428,14164,11.192453
1409,-3260,470,5552,1448,14168,11.19514
2278,-3986,611,5468,1468,13596,11.208016
2463,-4043,608,5396,1260,13492,11.210704
2680,-4083,637,5340,1264,13600,11.213394
3309,-3610,463,5020,1024,13944,11.226252
3344,-3417,458,4968,1028,14164,11.228946
3119,-2345,122,4864,1280,15252,11.241874
2982,-2121,21,4808,1364,15372,11.244562
2058,-1212,-419,4700,1520,16572,11.257481
1813,-1059,-491,4764,1560,16752,11.260189
1540,-893,-593,4832,1648,16940,11.262901
216,-468,-923,5544,1864,17580,11.275784
-99,-446,-919,5744,1968,17688,11.27849
-1181,-956,-717,6524,2184,17468,11.291387
-1378,-1109,-633,6540,2212,17280,11.294111
-1956,-2122,-247,6580,2264,16164,11.306996
-2028,-2179,-189,6560,2144,15660,11.309718
-2029,-2263,-133,6428,2100,15448,11.31244
-1851,-2206,52,6236,1828,14052,11.325365
-1775,-2091,54,6216,1780,13796,11.328069
-1216,-1622,61,5776,1348,13200,11.340951
-1053,-1515,43,5688,1348,13232,11.343657
-325,-884,-129,5504,1256,13484,11.356601
-207,-857,-218,5436,1308,13676,11.359323
-34,-872,-230,5480,1324,13836,11.362045
230,-1109,-442,5500,1488,14616,11.374946
234,-1100,-521,5632,1512,14716,11.377649
22,-1245,-581,6092,1688,15048,11.390562
-70,-1256,-560,6196,1672,15156,11.39327
-314,-1090,-394,6524,1596,14760,11.406189
-360,-973,-390,6512,1588,14764,11.408914
-368,-965,-352,6516,1628,14644,11.411638
-261,-767,-108,6368,1500,14452,11.424611
-200,-704,-118,6324,1508,14296,11.427332
93,-553,-30,6096,1332,14400,11.440304
156,-467,-71,6016,1344,14428,11.442994
195,-473,-45,5948,1336,14560,11.445701
134,-296,-127,5740,1428,15012,11.458588
83,-319,-165,5728,1448,15216,11.461294
8,-500,-234,5768,1436,15408,11.474229
-17,-509,-299,5788,1496,15444,11.476934
18,-692,-325,5940,1388,15284,11.489875
35,-695,-296,6020,1416,15248,11.492578
24,-703,-331,6028,1384,15216,11.495284
166,-620,-302,6236,1500,15084,11.508212
197,-574,-219,6220,1460,15132,11.510917
228,-490,-106,6268,1368,15128,11.523816
273,-516,-114,6220,1444,15252,11.526528
247,-537,-88,6180,1416,15156,11.529236
367,-518,10,6000,1500,15116,11.542103
382,-578,-23,5972,1396,15312,11.544793
270,-687,-67,5796,1328,15368,11.557678
247,-676,-90,5764,1396,15332,11.560384
217,-637,-82,5844,1360,15372,11.563087
-19,-441,-171,5856,1384,15652,11.576017
-56,-422,-156,5908,1380,15684,11.578737
-337,-444,-232,5860,1440,15860,11.591696
-370,-468,-222,5940,1392,15828,11.594419
-668,-589,-195,6104,1556,15756,11.607319
-660,-644,-202,6088,1460,15572,11.610042
-712,-604,-172,6104,1468,15524,11.61277
-647,-650,-84,6124,1272,15108,11.625717
-579,-643,-54,6204,1300,15052,11.628439
-296,-667,-30,5908,1296,14712,11.641347
-204,-697,-8,5848,1260,14856,11.644069
-184,-771,-50,5824,1252,14776,11.646793
42,-769,-123,5884,1360,14676,11.659698
80,-774,-109,5964,1284,14732,11.662407
127,-684,-135,6052,1220,15084,11.675325
97,-766,-151,6048,1256,15296,11.678033
-85,-897,-152,6072,1440,15520,11.690911
-65,-882,-167,6040,1364,15556,11.69363
-181,-900,-144,6076,1332,15404,11.69635
-378,-928,-98,6048,1224,15324,11.709299
-392,-974,-92,6104,1308,15372,11.712018
-465,-869,-142,5972,1268,14940,11.724956
-426,-870,-148,6036,1312,14968,11.727679
-413,-835,-179,6000,1324,14756,11.730404
-197,-836,-145,6176,1244,14780,11.743362
-131,-838,-125,6200,1396,14788,11.746086
254,-997,-65,6400,1364,14664,11.759002
343,-1039,-40,6384,1416,14672,11.761709
638,-1069,179,6508,1336,14604,11.774596
690,-1057,174,6408,1292,14688,11.777287
675,-984,214,6392,1284,14936,11.779979
243,-640,213,5980,1272,15484,11.792914
154,-540,197,5904,1352,15592,11.795605
-590,-520,144,5876,1276,16320,11.808473
-740,-629,127,5976,1268,16304,11.811176
-885,-720,169,5936,1292,16372,11.813891
-1342,-1295,189,6012,1216,15740,11.826784
-1408,-1347,155,6000,1188,15456,11.82949
-1265,-1563,104,5948,1000,14404,11.842434
-1219,-1547,98,5940,992,14304,11.845138
-699,-1210,37,5844,804,13536,11.857999
-558,-1110,-12,5932,756,13420,11.860703
-419,-992,-18,5896,724,13368,11.863428
199,-638,-175,5900,832,13608,11.876408
267,-647,-194,5916,884,13660,11.879114
537,-603,-201,5984,1104,14580,11.892027
525,-610,-222,5952,1152,14664,11.894732
511,-672,-255,5908,1184,14680,11.897439
388,-836,-241,6172,1220,15140,11.910329
369,-867,-279,6216,1324,15224,11.913034
186,-836,-94,6508,1340,15292,11.92592
160,-873,-73,6564,1216,15352,11.928626
132,-837,-17,6488,1240,15308,11.931332
-19,-647,124,6340,1180,15072,11.944203
-15,-541,185,6364,1128,14968,11.946911
-148,-293,142,6032,1104,15004,11.959847
-215,-372,120,5976,1028,15168,11.96256
-386,-395,103,6000,1040,15012,11.975462
-438,-347,117,5996,964,14984,11.978168
-462,-348,85,5936,996,15012,11.980883
-496,-257,113,5780,712,15116,11.993766
-550,-330,81,5708,668,15128,11.996473
-497,-378,-45,5476,648,15068,12.009353
-471,-432,-96,5476,624,15008,12.012072
-457,-475,-118,5408,644,14928,12.014796
-206,-659,-337,5508,708,14848,12.027718
-152,-621,-415,5528,704,14852,12.030439
-2,-586,-543,5740,772,14908,12.043344
41,-535,-545,5956,772,15068,12.046067
38,-573,-576,6016,852,15048,12.048773
23,-547,-530,6296,1064,15316,12.061712
40,-517,-522,6296,1108,15308,12.064416
-62,-571,-342,6612,1212,15340,12.077371
-44,-640,-327,6632,1216,15300,12.080094
-111,-575,-235,6608,1232,15392,12.082816
-191,-365,-102,6412,1184,15252,12.095738
-194,-292,-56,6352,1028,15116,12.098459
-184,-183,21,6104,1016,15176,12.111439
-109,-164,-44,6040,968,15172,12.114145
-117,-436,-65,5880,892,15192,12.127108
-90,-452,-103,5868,948,15320,12.129827
-109,-539,-126,5920,824,15220,12.132558
-94,-520,-198,5872,944,15060,12.145481
-120,-527,-245,5920,776,15060,12.148203
-118,-344,-271,6116,868,15004,12.161118
-115,-334,-275,6112,832,14984,12.163841
-80,-304,-285,6068,872,14932,12.166571
-19,-248,-244,6044,860,14888,12.179492
-48,-243,-247,6016,820,15040,12.182216
-303,-190,-300,5892,1060,15048,12.195162
-346,-183,-264,5876,1024,15180,12.197894
-401,-129,-304,5976,1108,15224,12.200614
-576,-358,-285,6104,1000,15640,12.213568
-569,-438,-270,6080,1004,15604,12.216291
-630,-927,-211,6224,1056,15156,12.229229
-568,-923,-180,6316,1064,15012,12.231949
-496,-757,-97,6320,1040,14680,12.244877
-489,-683,-36,6252,1012,14536,12.247596
-444,-563,-33,6216,992,14504,12.250321
-243,-175,-50,6056,676,14244,12.263241
-195,-64,-29,5844,636,14268,12.265963
26,202,-128,5776,704,14156,12.278902
19,271,-105,5664,648,14232,12.281591
81,317,-159,5796,640,14276,12.284277
235,668,-234,5636,672,14524,12.297143
247,669,-218,5660,688,14564,12.299834
203,512,-327,5688,652,15116,12.312698
183,498,-328,5680,656,15120,12.315387
110,449,-307,5688,688,15156,12.318078
-67,431,-330,5632,764,15084,12.331005
-149,382,-324,5484,764,15108,12.333712
-330,555,-445,5436,624,14824,12.346645
-370,638,-469,5468,640,14776,12.349348
-381,657,-498,5476,648,14776,12.352052
-451,698,-570,5676,824,14796,12.364984
-427,638,-588,5676,756,14668,12.367687
-234,588,-480,5844,752,14488,12.380591
-162,572,-511,5792,668,14372,12.383296
-98,593,-484,5860,648,14348,12.386
176,779,-377,5776,640,14204,12.398911
269,758,-362,5704,596,14168,12.401597
608,1159,-362,5616,644,14440,12.414487
669,1173,-369,5580,672,14496,12.417175
679,1299,-374,5584,664,14560,12.419874
757,1419,-356,5472,704,15112,12.432767
749,1434,-362,5532,716,15256,12.435456
548,1547,-374,5356,852,15428,12.448372
537,1560,-404,5396,852,15436,12.451063
478,1549,-419,5364,852,15528,12.453756
368,1336,-380,5472,576,15560,12.46667
375,1354,-380,5500,620,15604,12.46936
342,1056,-321,5388,776,15644,12.48228
333,984,-298,5392,832,15780,12.484972
342,893,-284,5356,824,15708,12.487659
339,563,-253,5072,792,15476,12.500594
388,529,-261,4988,752,15408,12.503284
520,371,-449,4924,740,15320,12.516188
547,407,-453,4964,720,15296,12.518883
575,406,-479,4900,712,15324,12.521571
672,340,-517,5184,884,15692,12.534442
665,272,-541,5212,916,15724,12.537131
596,238,-469,5416,1036,15744,12.550042
554,176,-452,5448,952,15772,12.552733
199,240,-321,5444,984,15716,12.565608
110,321,-303,5520,1008,15904,12.568298
54,297,-310,5540,948,15772,12.570989
-47,459,-180,5504,828,15744,12.58385
-96,424,-152,5464,772,15748,12.586561
-147,277,-117,5240,752,15656,12.599462
-173,268,-67,5156,764,15556,12.602166
-146,203,-109,5092,760,15496,12.604881
-104,23,-142,5004,776,15456,12.61781
-68,2,-173,4980,816,15312,12.620523
20,-41,-227,4880,636,15212,12.633404
67,-66,-261,4876,668,15292,12.636111
52,-60,-263,4924,712,15368,12.638818
19,-60,-393,4860,688,15460,12.651773
-9,-77,-403,4880,736,15440,12.65448
-237,-51,-447,5044,836,15616,12.667396
-237,-61,-458,5112,804,15564,12.670118
-298,-25,-461,5180,756,15444,12.672841
-273,85,-368,5292,764,15428,12.685766
-266,136,-342,5276,716,15400,12.688473
-227,243,-176,5348,796,15340,12.701351
-231,286,-160,5252,736,15356,12.704055
-232,290,-142,5256,744,15284,12.706766
-113,340,-74,4968,624,15120,12.719647
-96,326,-96,4900,656,15172,12.722351
13,195,-160,4628,696,15316,12.735244
-5,195,-237,4588,604,15376,12.737921
-29,137,-251,4572,628,15420,12.740625
11,-10,-376,4552,620,15324,12.753558
34,-41,-368,4524,668,15344,12.756261
81,-220,-425,4900,528,15368,12.769215
97,-273,-431,4928,496,15488,12.771923
80,-297,-411,4864,540,15312,12.774629
-43,-44,-350,4876,644,15408,12.787529
-56,13,-351,4944,708,15472,12.790253
-299,391,-317,4884,636,15604,12.803154
-312,502,-299,4884,636,15548,12.805865
-412,451,-302,4756,632,15632,12.808571
-606,624,-311,4672,540,15608,12.821512
-646,603,-342,4588,492,15484,12.824219
-669,444,-403,4440,620,15536,12.837131
-630,358,-396,4468,556,15528,12.839838
-575,200,-439,4464,556,15432,12.842554
-233,-220,-513,4476,564,14960,12.855487
-124,-256,-524,4504,568,14832,12.858208
371,-162,-551,4772,584,14460,12.871105
487,-92,-554,4828,568,14680,12.873808
567,6,-552,4836,608,14724,12.876523
751,376,-455,4892,684,15176,12.889447
761,483,-439,4852,660,15300,12.892137
608,660,-353,4844,748,15936,12.904995
494,722,-338,4832,764,16144,12.907684
447,692,-333,4732,732,16080,12.910374
-258,716,-266,4684,756,16640,12.923229
-417,688,-274,4668,732,16704,12.925934
-1058,708,-223,4572,784,16488,12.93883
-1117,537,-215,4588,728,16268,12.941543
-1194,591,-209,4576,732,16288,12.944246
-1255,192,-237,4444,508,15724,12.957167
-1180,88,-254,4480,624,15516,12.959881
-684,-84,-180,4464,680,14748,12.972766
-548,-96,-199,4428,612,14752,12.975487
257,-113,-195,4624,392,14336,12.988394
384,-67,-200,4656,484,14400,12.9911
546,34,-160,4692,436,14428,12.993807
1010,471,-96,4596,392,14904,13.006765
